DATE,WILL5000PRFC
1986-07-01,2471.0618181818181818
1986-08-01,2498.3766666666666667
1986-09-01,2421.8823809523809524
1986-10-01,2413.4986956521739130
1986-11-01,2477.5989473684210526
1986-12-01,2492.8368181818181818
1987-01-01,2659.8123809523809524
1987-02-01,2826.9105263157894737
1987-03-01,2940.7036363636363636
1987-04-01,2893.0395238095238095
1987-05-01,2875.3410000000000000
1987-06-01,2982.4377272727272727
1987-07-01,3060.1486363636363636
1987-08-01,3233.9285714285714286
1987-09-01,3141.7252380952380952
1987-10-01,2761.3754545454545455
1987-11-01,2385.1775000000000000
1987-12-01,2347.4600000000000000
1988-01-01,2460.5780000000000000
1988-02-01,2542.8760000000000000
1988-03-01,2635.3521739130434783
1988-04-01,2614.3630000000000000
1988-05-01,2557.5728571428571429
1988-06-01,2693.2640909090909091
1988-07-01,2690.0310000000000000
1988-08-01,2631.1813043478260870
1988-09-01,2667.9604761904761905
1988-10-01,2745.8390476190476190
1988-11-01,2672.5828571428571429
1988-12-01,2717.4400000000000000
1989-01-01,2810.7652380952380952
1989-02-01,2900.0194736842105263
1989-03-01,2894.9536363636363636
1989-04-01,2983.8360000000000000
1989-05-01,3097.2440909090909091
1989-06-01,3193.8359090909090909
1989-07-01,3258.5650000000000000
1989-08-01,3395.2034782608695652
1989-09-01,3406.4895000000000000
1989-10-01,3402.0054545454545455
1989-11-01,3323.4985714285714286
1989-12-01,3378.9055000000000000
1990-01-01,3292.1086363636363636
1990-02-01,3191.3268421052631579
1990-03-01,3264.8854545454545455
1990-04-01,3246.4355000000000000
1990-05-01,3345.2327272727272727
1990-06-01,3446.3433333333333333
1990-07-01,3435.1447619047619048
1990-08-01,3139.1195652173913043
1990-09-01,2984.8357894736842105
1990-10-01,2872.6639130434782609
1990-11-01,2945.0585714285714286
1990-12-01,3083.0315000000000000
1991-01-01,3062.5450000000000000
1991-02-01,3431.0257894736842105
1991-03-01,3544.1370000000000000
1991-04-01,3634.8850000000000000
1991-05-01,3613.4090909090909091
1991-06-01,3619.4995000000000000
1991-07-01,3632.8690909090909091
1991-08-01,3732.9909090909090909
1991-09-01,3724.7110000000000000
1991-10-01,3739.9456521739130435
1991-11-01,3748.7070000000000000
1991-12-01,3767.9642857142857143
1992-01-01,4069.3359090909090909
1992-02-01,4067.4721052631578947
1992-03-01,4009.9704545454545455
1992-04-01,3958.3533333333333333
1992-05-01,4017.1335000000000000
1992-06-01,3939.9018181818181818
1992-07-01,3995.6418181818181818
1992-08-01,4024.2809523809523810
1992-09-01,4034.1990476190476190
1992-10-01,3988.8109090909090909
1992-11-01,4130.1780000000000000
1992-12-01,4262.5904545454545455
1993-01-01,4296.1470000000000000
1993-02-01,4345.2215789473684211
1993-03-01,4418.4017391304347826
1993-04-01,4343.1852380952380952
1993-05-01,4381.9040000000000000
1993-06-01,4410.7050000000000000
1993-07-01,4433.2590476190476190
1993-08-01,4511.6759090909090909
1993-09-01,4575.8528571428571429
1993-10-01,4639.9471428571428571
1993-11-01,4605.9438095238095238
1993-12-01,4628.0022727272727273
1994-01-01,4709.9352380952380952
1994-02-01,4708.7189473684210526
1994-03-01,4651.3852173913043478
1994-04-01,4462.4736842105263158
1994-05-01,4477.7876190476190476
1994-06-01,4502.4222727272727273
1994-07-01,4463.7440000000000000
1994-08-01,4590.0426086956521739
1994-09-01,4635.1123809523809524
1994-10-01,4599.8766666666666667
1994-11-01,4564.6600000000000000
1994-12-01,4480.5804761904761905
1995-01-01,4591.5904761904761905
1995-02-01,4750.8873684210526316
1995-03-01,4847.5652173913043478
1995-04-01,4976.3968421052631579
1995-05-01,5120.9531818181818182
1995-06-01,5283.3940909090909091
1995-07-01,5487.8775000000000000
1995-08-01,5554.1339130434782609
1995-09-01,5766.4325000000000000
1995-10-01,5758.7359090909090909
1995-11-01,5869.8400000000000000
1995-12-01,6026.0270000000000000
1996-01-01,6011.6386363636363636
1996-02-01,6348.8850000000000000
1996-03-01,6357.2828571428571429
1996-04-01,6405.7995238095238095
1996-05-01,6597.8418181818181818
1996-06-01,6629.0840000000000000
1996-07-01,6317.9972727272727273
1996-08-01,6483.0995454545454545
1996-09-01,6628.4015000000000000
1996-10-01,6858.6121739130434783
1996-11-01,7108.2085000000000000
1996-12-01,7190.9823809523809524
1997-01-01,7417.3227272727272727
1997-02-01,7647.4510526315789474
1997-03-01,7552.4875000000000000
1997-04-01,7246.8022727272727273
1997-05-01,7860.8466666666666667
1997-06-01,8293.6304761904761905
1997-07-01,8756.4263636363636364
1997-08-01,8848.7119047619047619
1997-09-01,9047.9704761904761905
1997-10-01,9214.8208695652173913
1997-11-01,9036.9368421052631579
1997-12-01,9197.7531818181818182
1998-01-01,9192.4190000000000000
1998-02-01,9762.2010526315789474
1998-03-01,10260.9140909090909091
1998-04-01,10600.385238095238
1998-05-01,10524.506500000000
1998-06-01,10415.6527272727272727
1998-07-01,10821.555909090909
1998-08-01,9953.8119047619047619
1998-09-01,9341.4019047619047619
1998-10-01,9373.8459090909090909
1998-11-01,10474.8230000000000000
1998-12-01,10863.239090909091
1999-01-01,11486.860526315789
1999-02-01,11390.807894736842
1999-03-01,11652.658260869565
1999-04-01,12167.430000000000
1999-05-01,12226.999500000000
1999-06-01,12120.925454545455
1999-07-01,12640.113809523810
1999-08-01,12085.991363636364
1999-09-01,12034.922857142857
1999-10-01,11875.486666666667
1999-11-01,12818.311428571429
1999-12-01,13343.228181818182
2000-01-01,13497.456500000000
2000-02-01,13432.005500000000
2000-03-01,14096.288260869565
2000-04-01,13572.947894736842
2000-05-01,13123.639545454545
2000-06-01,13645.800000000000
2000-07-01,13801.285000000000
2000-08-01,13853.288695652174
2000-09-01,13838.034000000000
2000-10-01,12973.082727272727
2000-11-01,12731.041904761905
2000-12-01,12236.139000000000
2001-01-01,12310.506190476190
2001-02-01,12046.998947368421
2001-03-01,10899.378636363636
2001-04-01,10905.819500000000
2001-05-01,11730.276818181818
2001-06-01,11471.804761904762
2001-07-01,11163.942380952381
2001-08-01,10907.366956521739
2001-09-01,9636.3986666666666667
2001-10-01,9905.2217391304347826
2001-11-01,10410.1090476190476190
2001-12-01,10637.835000000000
2002-01-01,10639.072857142857
2002-02-01,10284.6794736842105263
2002-03-01,10800.004000000000
2002-04-01,10500.870000000000
2002-05-01,10232.5272727272727273
2002-06-01,9606.9680000000000000
2002-07-01,8558.2172727272727273
2002-08-01,8618.9400000000000000
2002-09-01,8232.3095000000000000
2002-10-01,8063.2304347826086957
2002-11-01,8586.8010000000000000
2002-12-01,8511.9638095238095238
2003-01-01,8477.1314285714285714
2003-02-01,7941.7921052631578947
2003-03-01,8022.3838095238095238
2003-04-01,8434.2147619047619048
2003-05-01,8920.1038095238095238
2003-06-01,9448.1185714285714286
2003-07-01,9550.6659090909090909
2003-08-01,9548.1947619047619048
2003-09-01,9885.3900000000000000
2003-10-01,10091.6882608695652174
2003-11-01,10243.9121052631578947
2003-12-01,10520.594090909091
2004-01-01,11040.629500000000
2004-02-01,11139.734736842105
2004-03-01,10988.350434782609
2004-04-01,11084.012857142857
2004-05-01,10726.528500000000
2004-06-01,11029.553809523810
2004-07-01,10765.948095238095
2004-08-01,10557.580909090909
2004-09-01,10888.475714285714
2004-10-01,10941.770000000000
2004-11-01,11468.356666666667
2004-12-01,11817.487272727273
2005-01-01,11621.925000000000
2005-02-01,11823.051052631579
2005-03-01,11778.768181818182
2005-04-01,11467.707142857143
2005-05-01,11611.677619047619
2005-06-01,11931.155909090909
2005-07-01,12215.550000000000
2005-08-01,12233.153913043478
2005-09-01,12252.464285714286
2005-10-01,11904.472857142857
2005-11-01,12388.611904761905
2005-12-01,12648.764761904762
2006-01-01,12874.138000000000
2006-02-01,12880.606842105263
2006-03-01,13059.839130434783
2006-04-01,13204.769473684211
2006-05-01,13058.954545454545
2006-06-01,12631.616363636364
2006-07-01,12663.981000000000
2006-08-01,12866.230869565217
2006-09-01,13182.771000000000
2006-10-01,13659.430454545455
2006-11-01,13965.016666666667
2006-12-01,14257.519500000000
2007-01-01,14349.563500000000
2007-02-01,14631.518421052632
2007-03-01,14255.893636363636
2007-04-01,14821.383500000000
2007-05-01,15232.131818181818
2007-06-01,15307.114761904762
2007-07-01,15368.682857142857
2007-08-01,14638.748260869565
2007-09-01,15063.062105263158
2007-10-01,15556.310869565217
2007-11-01,14776.531904761905
2007-12-01,14920.724000000000
2008-01-01,13864.845714285714
2008-02-01,13703.372500000000
2008-03-01,13265.356000000000
2008-04-01,13821.845909090909
2008-05-01,14202.669523809524
2008-06-01,13712.028095238095
2008-07-01,12814.863636363636
2008-08-01,13082.879047619048
2008-09-01,12432.848571428571
2008-10-01,9771.3543478260869565
2008-11-01,8829.4694736842105263
2008-12-01,8779.4422727272727273
2009-01-01,8732.9405000000000000
2009-02-01,8152.2294736842105263
2009-03-01,7683.2968181818181818
2009-04-01,8663.8957142857142857
2009-05-01,9230.9055000000000000
2009-06-01,9490.5972727272727273
2009-07-01,9606.3781818181818182
2009-08-01,10408.6023809523809524
2009-09-01,10802.350000000000
2009-10-01,11038.521818181818
2009-11-01,11191.809000000000
2009-12-01,11472.808636363636
2010-01-01,11662.052631578947
2010-02-01,11327.212631578947
2010-03-01,12049.895217391304
2010-04-01,12568.588095238095
2010-05-01,11811.160500000000
2010-06-01,11375.934090909091
2010-07-01,11317.740952380952
2010-08-01,11386.705454545455
2010-09-01,11779.388571428571
2010-10-01,12344.586190476190
2010-11-01,12685.606666666667
2010-12-01,13183.409090909091
2011-01-01,13604.703000000000
2011-02-01,14008.214736842105
2011-03-01,13835.779130434783
2011-04-01,14152.639000000000
2011-05-01,14189.811904761905
2011-06-01,13647.694090909091
2011-07-01,14079.559000000000
2011-08-01,12490.220869565217
2011-09-01,12341.112857142857
2011-10-01,12660.414761904762
2011-11-01,12893.767619047619
2011-12-01,13051.140000000000
2012-01-01,13672.735000000000
2012-02-01,14295.476500000000
2012-03-01,14625.681818181818
2012-04-01,14562.875000000000
2012-05-01,14074.846818181818
2012-06-01,13840.481904761905
2012-07-01,14233.772857142857
2012-08-01,14626.440434782609
2012-09-01,15091.647368421053
2012-10-01,15014.080952380952
2012-11-01,14589.023809523810
2012-12-01,14920.786000000000
2013-01-01,15616.067619047619
2013-02-01,15973.216842105263
2013-03-01,16392.462500000000
2013-04-01,16561.386818181818
2013-05-01,17304.125000000000
2013-06-01,17075.592000000000
2013-07-01,17683.494090909091
2013-08-01,17742.419545454545
2013-09-01,17968.559000000000
2013-10-01,18371.849130434783
2013-11-01,18947.128500000000
2013-12-01,19236.453809523810
2014-01-01,19477.928095238095
2014-02-01,19457.946315789474
2014-03-01,19968.426190476190
2014-04-01,19834.089047619048
2014-05-01,20006.894761904762
2014-06-01,20654.449047619048
2014-07-01,20886.059545454545
2014-08-01,20768.859523809524
2014-09-01,21068.204761904762
2014-10-01,20392.271739130435
2014-11-01,21510.375789473684
2014-12-01,21561.049090909091
2015-01-01,21348.540500000000
2015-02-01,21969.763684210526
2015-03-01,22012.638636363636
2015-04-01,22202.198571428571
2015-05-01,22296.973500000000
2015-06-01,22218.149545454545
2015-07-01,22092.442727272727
2015-08-01,21478.198571428571
2015-09-01,20495.800952380952
2015-10-01,21174.441818181818
2015-11-01,21640.790500000000
2015-12-01,21269.110454545455
2016-01-01,19751.223684210526
2016-02-01,19493.881500000000
2016-03-01,20802.841818181818
2016-04-01,21407.242380952381
2016-05-01,21341.675238095238
2016-06-01,21573.195454545455
2016-07-01,22255.666000000000
2016-08-01,22600.269130434783
2016-09-01,22458.618095238095
2016-10-01,22281.390952380952
2016-11-01,22570.610000000000
2016-12-01,23502.364761904762
2017-01-01,23804.472500000000
2017-02-01,24354.929473684211
2017-03-01,24617.444347826087
2017-04-01,24592.232631578947
2017-05-01,24916.102272727273
2017-06-01,25305.026363636364
2017-07-01,25527.941500000000
2017-08-01,25461.530000000000
2017-09-01,25895.772000000000
2017-10-01,26600.816818181818
2017-11-01,26923.410000000000
2017-12-01,27655.053500000000
2018-01-01,28934.803809523810
2018-02-01,28021.126842105263
2018-03-01,28036.803809523810
2018-04-01,27561.506666666667
2018-05-01,28118.880000000000
2018-06-01,28776.777142857143
